"BUYORDERS.APIKEY"|"BUYORDERS.YEAR"|"BUYORDERS.MONTH"|"BUYORDERS.DAY"|"BUYORDERS.TOTAL"|"BUYORDERS.BUYORDERITEMS"|"BUYORDERS.PAYMENTTYPE"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"17854","price":"1146.65","sku":"35408","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"18188","price":"58.65","sku":"36207","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"14030","price":"1019.15","sku":"28082","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14071","price":"143.65","sku":"28123","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"17576","price":"2081.65","sku":"34890","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14082","price":"101.15","sku":"28134","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"17579","price":"1019.15","sku":"34893","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"17854","price":"1146.65","sku":"35408","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"18188","price":"58.65","sku":"36207","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"17854","price":"1146.65","sku":"35407","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"18188","price":"58.65","sku":"36207","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"17854","price":"1146.65","sku":"35407","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"18188","price":"58.65","sku":"36207","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"7499","price":"5248.95","sku":"13632","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"18419","price":"539.9","sku":"36654","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"14032","price":"1954.15","sku":"28084","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14071","price":"143.65","sku":"28123","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"18459","price":"55.99","sku":"37000","specs":"{"Cor":"Azul Claro","Tamanho":"G"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"18946","price":"133.33","sku":"38322","specs":"{"Cor":"Azul Marinho","Tamanho":"37"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"11721","price":"166.65","sku":"23551","specs":"{"Cor":"Preto","Tamanho":"36"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"7388","price":"125.45","sku":"13422","specs":"{"Cor":"Preto","Voltagem":"220v"}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"11094","price":"67.73","sku":"22580","specs":"{"Cor":"Vermelho","Voltagem":"220v"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"12723","price":"2.25","sku":"26210","specs":"{}"},"quantity":"7.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"50313","price":"106.52","sku":"88846","specs":"{"Cor":"Laranja","Tamanho":"35"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"50313","price":"106.52","sku":"88855","specs":"{"Cor":"Laranja","Tamanho":"38"}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"50082","price":"131.12","sku":"88207","specs":"{"Cor":"Preto","Tamanho":"33/34"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"34818","price":"81.92","sku":"88215","specs":"{"Cor":"Vermelho","Tamanho":"39/40"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"39429","price":"379.99","sku":"69116","specs":"{"Voltagem":"220V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"37667","price":"91.9","sku":"41933","specs":"{"Cor":"Rosa"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"47688","price":"129.99","sku":"84696","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"39923","price":"429.99","sku":"69921","specs":"{"Voltagem":"220V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"37667","price":"91.9","sku":"41933","specs":"{"Cor":"Rosa"}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"47941","price":"146.69","sku":"84952","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"51536","price":"36.73","sku":"91619","specs":"{"Cor Sku":"Laranja","Tamanho":"35"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"51858","price":"33.07","sku":"92153","specs":"{"Cor Sku":"Preto","Tamanho":"33/34"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"43597","price":"118.92","sku":"76323","specs":"{"Cor":"Preto","Tamanho":"37"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"51388","price":"101.92","sku":"91403","specs":"{"Cor":"Preto","Tamanho":"36"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"40593","price":"599.99","sku":"71048","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"39923","price":"429.99","sku":"69921","specs":"{"Voltagem":"220V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"15547","price":"114.39","sku":"27308","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"23805","price":"87.99","sku":"42232","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"47688","price":"129.99","sku":"84696","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"39476","price":"179.99","sku":"69183","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"38916","price":"259","sku":"68153","specs":"{"Cor":"Bege claro"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"33789","price":"39","sku":"59046","specs":"{}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"39429","price":"369.99","sku":"69113","specs":"{"Voltagem":"127V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"50335","price":"99.9","sku":"88892","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"37667","price":"91.9","sku":"41933","specs":"{"Cor":"Rosa"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"17391","price":"59.9","sku":"34618","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"10694","price":"149.9","sku":"21516","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"12015","price":"1.6","sku":"24236","specs":"{"Cor":"Azul Claro","Tamanho":"23"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"9267","price":"228.65","sku":"18368","specs":"{"Cor":"Vermelho"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"9256","price":"190.61","sku":"18322","specs":"{"Cor":"Laranja"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"1"|"NULL"|"[{"product":{"id":"5064","price":"249.9","sku":"23299","specs":"{"Cor":"Marrom","Tamanho":"38"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13796","price":"97.99","sku":"27754","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"13073","price":"384.91","sku":"26765","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"13830","price":"133.69","sku":"27788","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"13024","price":"90.99","sku":"26716","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"12607","price":"3498.93","sku":"25944","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"14032","price":"2294.15","sku":"28084","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14082","price":"101.15","sku":"28134","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"7567","price":"3099.14","sku":"13699","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"12430","price":"110.42","sku":"25663","specs":"{"Cor":"Preto","Tamanho":"Único"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"17540","price":"1274.15","sku":"34854","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"12284","price":"1274.92","sku":"25248","specs":"{"Cor":"Branco/Preto","Tamanho":"42"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"18087","price":"101.92","sku":"36054","specs":"{"Cor":"Branco","Tamanho":"39/40"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"7567","price":"3099.14","sku":"13699","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"17576","price":"2549.15","sku":"34890","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14067","price":"211.65","sku":"28119","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"17335","price":"118.07","sku":"34525","specs":"{"Cor":"Preto","Voltagem":"127v"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"15827","price":"76.84","sku":"31407","specs":"{"Cor":"Preto","Voltagem":"127v"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"12717","price":"3498.93","sku":"26204","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"14038","price":"3824.15","sku":"28090","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14082","price":"101.15","sku":"28134","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"15052","price":"0","sku":"29735","specs":"{"Cor":"Preto/Branco","Tamanho":"35"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"15827","price":"0","sku":"31407","specs":"{"Cor":"Preto","Voltagem":"127v"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13968","price":"2124.15","sku":"28013","specs":"{"Cor":"Rosa"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14503","price":"84.15","sku":"28841","specs":"{"Cor":"Verde"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"18188","price":"58.65","sku":"36207","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"16100","price":"1614.15","sku":"31970","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"12386","price":"161.42","sku":"25519","specs":"{"Cor":"Preto","Tamanho":"Único"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"12717","price":"3498.93","sku":"26204","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13976","price":"0","sku":"28023","specs":"{"Cor":"Preto","Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"2622","price":"0","sku":"4579","specs":"{}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"15827","price":"0","sku":"31407","specs":"{"Cor":"Preto","Voltagem":"127v"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13073","price":"549.87","sku":"26765","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13953","price":"1359.15","sku":"27998","specs":"{"Cor":"Verde"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14936","price":"84.15","sku":"29469","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13953","price":"1359.15","sku":"27998","specs":"{"Cor":"Verde"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14942","price":"84.15","sku":"29475","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13953","price":"1359.15","sku":"27998","specs":"{"Cor":"Verde"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14942","price":"84.15","sku":"29475","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13953","price":"1359.15","sku":"27998","specs":"{"Cor":"Verde"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14942","price":"84.15","sku":"29475","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13953","price":"1359.15","sku":"27998","specs":"{"Cor":"Verde"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14936","price":"84.15","sku":"29469","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13962","price":"1359.15","sku":"28007","specs":"{"Cor":"Cinza"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14936","price":"84.15","sku":"29469","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13953","price":"1359.15","sku":"27998","specs":"{"Cor":"Verde"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14936","price":"84.15","sku":"29469","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"13968","price":"2124.15","sku":"28013","specs":"{"Cor":"Rosa"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"14943","price":"84.15","sku":"29477","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"3825","price":"44.14","sku":"6706","specs":"{}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"3824","price":"75.81","sku":"6705","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"8229","price":"345.87","sku":"15052","specs":"{"Cor":"Vermelho","Voltagem":"110V"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"19298","price":"106.47","sku":"38960","specs":"{"Cor":"Preto","Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"17340","price":"67.92","sku":"34533","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"3512","price":"56.9","sku":"6182","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"3544","price":"56.9","sku":"6214","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"17346","price":"65.36","sku":"34539","specs":"{}"},"quantity":"4.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"39415","price":"79.89","sku":"69432","specs":"{"Voltagem":"127V"}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"1389","price":"212.42","sku":"3769","specs":"{"Cor":"Branco","Tamanho":"35"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"50989","price":"87.77","sku":"90427","specs":"{"Cor Sku":"Rosa","Tamanho":"20/21"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"50989","price":"87.77","sku":"94163","specs":"{"Cor Sku":"Bege","Tamanho":"20/21"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"50985","price":"117.03","sku":"90374","specs":"{"Cor Sku":"Azul","Tamanho":"28"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"52768","price":"117.03","sku":"94124","specs":"{"Cor":"Azul","Numeração":"25"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"47026","price":"29.99","sku":"83921","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"47026","price":"29.99","sku":"83921","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"51222","price":"179.97","sku":"90973","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"41987","price":"89.88","sku":"73800","specs":"{"Voltagem":"127V"}"},"quantity":"5.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"52282","price":"136.74","sku":"92880","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"27911","price":"123.4","sku":"48167","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"33820","price":"59.9","sku":"59077","specs":"{}"},"quantity":"8.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"51009","price":"92.2","sku":"94100","specs":"{"Cor Sku":"Preto","Tamanho":"28"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"51496","price":"86.05","sku":"91524","specs":"{"Cor":"Rosa","Numeração":"25"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"52337","price":"61.45","sku":"93112","specs":"{"Cor":"Rosa Claro","Tamanho":"26/27"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"41987","price":"89.88","sku":"73800","specs":"{"Voltagem":"127V"}"},"quantity":"10.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"39415","price":"79.89","sku":"69432","specs":"{"Voltagem":"127V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"1394","price":"129.9","sku":"3790","specs":"{"Cor":"Preto","Tamanho":"39/40"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"47183","price":"549.87","sku":"84082","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"48086","price":"79.99","sku":"85134","specs":"{}"},"quantity":"3.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"41987","price":"89.88","sku":"73800","specs":"{"Voltagem":"127V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"41987","price":"89.88","sku":"74037","specs":"{"Voltagem":"220V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"39415","price":"79.89","sku":"69432","specs":"{"Voltagem":"127V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"41987","price":"89.88","sku":"73800","specs":"{"Voltagem":"127V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"51004","price":"67.03","sku":"90497","specs":"{"Cor Sku":"Rosa","Tamanho":"20/21"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"52338","price":"74.49","sku":"93125","specs":"{"Cor":"Rosa","Tamanho":"29"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"50979","price":"149.04","sku":"90327","specs":"{"Cor Sku":"Laranja","Tamanho":"25"}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"52337","price":"74.49","sku":"93112","specs":"{"Cor":"Rosa Claro","Tamanho":"26/27"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"50979","price":"149.04","sku":"90328","specs":"{"Cor Sku":"Laranja","Tamanho":"22"}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"51004","price":"67.03","sku":"90498","specs":"{"Cor Sku":"Rosa","Tamanho":"28"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"35860","price":"3498.93","sku":"62228","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"49916","price":"69.66","sku":"87795","specs":"{"Cor":"Preto","Tamanho":"37"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"31958","price":"126.71","sku":"75356","specs":"{"Cor SKU":"Branco","Tamanho":"39/40"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"50018","price":"63.33","sku":"88047","specs":"{"Cor":"Rosa","Tamanho":"36"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"39434","price":"49.89","sku":"69121","specs":"{"Voltagem":"220V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"50979","price":"139.89","sku":"90325","specs":"{"Cor Sku":"Laranja","Tamanho":"20/21"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"50979","price":"139.89","sku":"90327","specs":"{"Cor Sku":"Laranja","Tamanho":"25"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"52337","price":"69.92","sku":"93119","specs":"{"Cor":"Rosa","Tamanho":"26/27"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"39429","price":"399.99","sku":"69116","specs":"{"Voltagem":"220V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"50999","price":"142.59","sku":"90469","specs":"{"Cor":"Preto","Tamanho":"31"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"50994","price":"77.21","sku":"90456","specs":"{"Cor Sku":"Azul Claro","Tamanho":"22"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"41987","price":"89.88","sku":"73800","specs":"{"Voltagem":"127V"}"},"quantity":"3.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"23138","price":"211.65","sku":"41465","specs":"{"Cor":"Vinho"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"23133","price":"211.65","sku":"69811","specs":"{"Cor":"Vermelho"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"10"|"NULL"|"[{"product":{"id":"41987","price":"89.88","sku":"73800","specs":"{"Voltagem":"127V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
