"BUYORDERS.APIKEY"|"BUYORDERS.YEAR"|"BUYORDERS.MONTH"|"BUYORDERS.DAY"|"BUYORDERS.TOTAL"|"BUYORDERS.BUYORDERITEMS"|"BUYORDERS.PAYMENTTYPE"
"parquedpedro"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"78295","price":"296.1","sku":"107422","specs":"{"Cor":"Rosa"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"8565","price":"45.63","sku":"15879","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"20178","price":"114.17","sku":"40810","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"8553","price":"50.92","sku":"15867","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"8346","price":"50.92","sku":"15326","specs":"{"Volume":"200ml"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"17476","price":"143.1","sku":"34728","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"17573","price":"206.1","sku":"34887","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"13932","price":"399.9","sku":"27976","specs":"{"Cor":"Preto","Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"17390","price":"27.12","sku":"34617","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"18325","price":"36.46","sku":"36462","specs":"{}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"24","price":"21.16","sku":"46","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"17269","price":"57.03","sku":"34450","specs":"{}"},"quantity":"5.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"18329","price":"128.79","sku":"36466","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"18684","price":"49.9","sku":"37639","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"10097","price":"101.92","sku":"19412","specs":"{"Cor":"Vermelho","Tamanho":"GG"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"12205","price":"67.99","sku":"24701","specs":"{"Cor":"Azul","Tamanho":"G"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"4770","price":"50.92","sku":"8909","specs":"{"Tamanho":"Único"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"17417","price":"2339.1","sku":"34669","specs":"{"Tamanho":"Único"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"16921","price":"212.49","sku":"33695","specs":"{"Cor":"Cinza","Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"17373","price":"69.62","sku":"34600","specs":"{}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"17377","price":"80.66","sku":"34604","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"14602","price":"54.33","sku":"29077","specs":"{"Cor":"Branco","Tamanho":"G"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"7171","price":"87.9","sku":"12938","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"19338","price":"135.36","sku":"39012","specs":"{"Cor":"Preto/Cinza","Tamanho":"38"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"1164","price":"60.59","sku":"2561","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"9708","price":"84.15","sku":"25134","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"141","price":"163.94","sku":"166","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"140","price":"163.94","sku":"165","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"12898","price":"111.93","sku":"26711","specs":"{}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"12899","price":"111.93","sku":"26712","specs":"{}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"11243","price":"1758.65","sku":"22394","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"12242","price":"390.15","sku":"25147","specs":"{"Cor":"Vermelho"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"8252","price":"85.4","sku":"16406","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"2131","price":"246.5","sku":"3310","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"12898","price":"135.92","sku":"26711","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"12993","price":"123.25","sku":"26838","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"12317","price":"203.15","sku":"25512","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"12124","price":"18.7","sku":"24680","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"13027","price":"93.42","sku":"26971","specs":"{"Cor":"Roxo","Tamanho":"38"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"13028","price":"67.92","sku":"26986","specs":"{"Cor":"Marrom","Tamanho":"39"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"22"|"NULL"|"[{"product":{"id":"10994","price":"249","sku":"21853","specs":"{"Cor":"Colorido"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"15052","price":"191.31","sku":"29736","specs":"{"Cor":"Preto/Branco","Tamanho":"36"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"15052","price":"191.31","sku":"29751","specs":"{"Cor":"Vermelho","Tamanho":"36"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"12397","price":"121.71","sku":"25552","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"12717","price":"3523.23","sku":"26204","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"17853","price":"1304.13","sku":"35402","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"7761","price":"42.63","sku":"13961","specs":"{"Cor":"Preto"}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"19530","price":"18.69","sku":"39282","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"2941","price":"58.56","sku":"5448","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"2587","price":"2.01","sku":"4542","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"19526","price":"41.99","sku":"39278","specs":"{}"},"quantity":"3.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"19526","price":"39.99","sku":"39278","specs":"{}"},"quantity":"3.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"13912","price":"127.42","sku":"27921","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"19162","price":"73.59","sku":"38707","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"13954","price":"956.13","sku":"27999","specs":"{"Cor":"Cinza"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"19526","price":"33.99","sku":"39278","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"2601","price":"2.01","sku":"4556","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"12203","price":"50.99","sku":"24694","specs":"{"Cor":"Preto","Tamanho":"Único"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"2436","price":"49.99","sku":"4303","specs":"{"Cor":"Preto","Tamanho":"37"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"19155","price":"87.39","sku":"38700","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"18335","price":"39.9","sku":"36472","specs":"{"Cor":"Cinza"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"11775","price":"39.99","sku":"23631","specs":"{"Cor":"Vermelho","Tamanho":"G"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"9924","price":"119.59","sku":"18817","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"9923","price":"101.19","sku":"18816","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"5562","price":"279.9","sku":"10027","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"14907","price":"103.99","sku":"29435","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"18372","price":"49.9","sku":"36509","specs":"{"Cor":"Colorido"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"cariocashopping"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"13871","price":"1.9","sku":"27830","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"72628","price":"29.69","sku":"101427","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"72628","price":"29.69","sku":"101427","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"28928","price":"546.38","sku":"50039","specs":"{"Voltagem":"127v"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"74569","price":"147.94","sku":"103566","specs":"{"Cor":"Caramelo"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"46380","price":"4724.05","sku":"82306","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"49815","price":"260.13","sku":"87414","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"40466","price":"254.29","sku":"70876","specs":"{"Cor":"ND"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"23133","price":"205.8","sku":"44965","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"52650","price":"339.25","sku":"93838","specs":"{"Voltagem":"220V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"50989","price":"107.91","sku":"90429","specs":"{"Cor Sku":"Rosa","Tamanho":"25"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"51513","price":"134.91","sku":"91580","specs":"{"Cor Sku":"Rosa","Tamanho":"33"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"51514","price":"98.91","sku":"91588","specs":"{"Cor":"Rosa","Numeração":"25"}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"46380","price":"4487.85","sku":"82306","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"37667","price":"153.05","sku":"41470","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"23133","price":"212.89","sku":"41453","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"37667","price":"147.94","sku":"41470","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"50848","price":"125.91","sku":"89942","specs":"{"Cor Sku":"Rosa","Tamanho":"32"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"50979","price":"179.91","sku":"90329","specs":"{"Cor Sku":"Preto","Tamanho":"17/18"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"50252","price":"99.95","sku":"88650","specs":"{"Cor":"Cinza","Tamanho":"37"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"51816","price":"79.9","sku":"91988","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"51787","price":"34.11","sku":"91949","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"52847","price":"50","sku":"94258","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"74648","price":"821.21","sku":"103699","specs":"{"Voltagem":"110v"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"35860","price":"3495.55","sku":"62228","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"23140","price":"214.06","sku":"41473","specs":"{"Cor":"Preto"}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"31980","price":"170.15","sku":"55383","specs":"{"Cor":"Vinho"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"23138","price":"205.8","sku":"41466","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"36715","price":"313.97","sku":"63963","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"35506","price":"48.45","sku":"61631","specs":"{"Cor":"Amarelo","Tamanho":"M"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"41204","price":"24.23","sku":"72342","specs":"{"Cor":"OFF WHITE","Tamanho":"UNC"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"41510","price":"30.29","sku":"73018","specs":"{"Cor":"Branco","Tamanho":"M"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"51514","price":"109.9","sku":"91588","specs":"{"Cor":"Rosa","Numeração":"25"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"23138","price":"205.8","sku":"41471","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"49952","price":"189.05","sku":"87876","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"50402","price":"358.15","sku":"89000","specs":"{"Voltagem":"110V"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"39429","price":"340.76","sku":"69113","specs":"{"Voltagem":"127V"}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"39952","price":"369.95","sku":"69962","specs":"{"Voltagem":"127V"}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"46560","price":"149.9","sku":"82691","specs":"{"Cor":"Azul","Tamanho":"39"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"52438","price":"134.44","sku":"93417","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"23133","price":"205.8","sku":"69812","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"23138","price":"205.8","sku":"41471","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"parquedpedro"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"23138","price":"212.89","sku":"41466","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"706","price":"55.89","sku":"1512","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"10494","price":"38","sku":"21062","specs":"{"Cor":"Branco","Tamanho":"XGG"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"351","price":"38.01","sku":"792","specs":"{"Cor":"Azul Marinho","Tamanho":"XGG"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"10498","price":"83.69","sku":"21086","specs":"{"Cor":"Azul Escuro","Tamanho":"46"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"18704","price":"1130.13","sku":"37660","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppinggranderio"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"3502","price":"46.32","sku":"6172","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"16626","price":"25.44","sku":"32979","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"17390","price":"24.66","sku":"34617","specs":"{}"},"quantity":"4.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"12494","price":"1112.65","sku":"25831","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"12317","price":"203.15","sku":"25512","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"7550","price":"198","sku":"14927","specs":"{"Cor":"Caramelo","Tamanho":"37"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"7550","price":"198","sku":"14924","specs":"{"Cor":"Caramelo","Tamanho":"38"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"3146","price":"299.98","sku":"5501","specs":"{"Cor":"Preto","Grau":"Não Se Aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"4936","price":"1529.36","sku":"9023","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"9708","price":"84.15","sku":"25134","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"6961","price":"84.15","sku":"20180","specs":"{"Cor":"Azul Claro"}"},"quantity":"3.0","tags":"[]"},{"product":{"id":"12317","price":"203.15","sku":"25516","specs":"{"Cor":"Vermelho"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"7961","price":"345","sku":"15921","specs":"{"Cor":"Azul","Tamanho":"P"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"1964","price":"161.5","sku":"2964","specs":"{"Cor":"Rosa"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"6324","price":"866.15","sku":"12379","specs":"{"Cor":"Cinza"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"12338","price":"152.15","sku":"25569","specs":"{"Cor":"Azul Claro"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"7419","price":"399","sku":"14737","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"12317","price":"239","sku":"25513","specs":"{"Cor":"Bege"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"127","price":"48.36","sku":"152","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"4936","price":"1529.36","sku":"9023","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"9826","price":"79.9","sku":"19724","specs":"{}"},"quantity":"4.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"141","price":"199.07","sku":"166","specs":"{}"},"quantity":"2.0","tags":"[]"},{"product":{"id":"140","price":"199.07","sku":"165","specs":"{}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"9938","price":"75.65","sku":"19862","specs":"{"Cor":"Preto","Tamanho":"G"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"11243","price":"1758.65","sku":"22394","specs":"{"Cor":"Branco"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"9524","price":"172.68","sku":"18941","specs":"{"Volume":"250ml"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"4936","price":"1529.36","sku":"9023","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"shoppingleblon"|"2022"|"12"|"23"|"NULL"|"[{"product":{"id":"8311","price":"399","sku":"15831","specs":"{"Cor":"Azul"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"24"|"NULL"|"[{"product":{"id":"14057","price":"1104.15","sku":"28109","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"24"|"NULL"|"[{"product":{"id":"5192","price":"27.48","sku":"9551","specs":"{"Cor":"Caramelo","Tamanho":"G"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"362","price":"6.87","sku":"851","specs":"{}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"66","price":"4.81","sku":"88","specs":"{"Cor":"Preto","Tamanho":"M"}"},"quantity":"2.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"24"|"NULL"|"[{"product":{"id":"16100","price":"1652.13","sku":"31970","specs":"{"Cor":"Preto"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"24"|"NULL"|"[{"product":{"id":"14469","price":"287.01","sku":"28775","specs":"{"Cor":"Vermelho","Tamanho":"35"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"24"|"NULL"|"[{"product":{"id":"12099","price":"39.32","sku":"24204","specs":"{"Voltagem":"Não se aplica"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
"bangushopping"|"2022"|"12"|"24"|"NULL"|"[{"product":{"id":"17858","price":"782.13","sku":"35426","specs":"{"Cor":"Grafite"}"},"quantity":"1.0","tags":"[]"},{"product":{"id":"18188","price":"60.03","sku":"36207","specs":"{"Cor":"Transparente"}"},"quantity":"1.0","tags":"[]"}]"|"NULL"
